airline,flight_number,origin,destination,travel_date,advance_window,aircraft_type,frequency,effective_from,effective_to,source_file,search_status
SpiceJet,SG 441,AMD,CCU,2026-09-22,T+15,B737,1234567,29/03/2026,24/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 441,AMD,CCU,2026-10-07,T+30,B737,1234567,29/03/2026,24/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 441,AMD,CCU,2026-10-22,T+45,B737,1234567,29/03/2026,24/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 736,AMD,CCU,2026-09-08,T+1,B737,124567,29/03/2026,24/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 736,AMD,CCU,2026-09-14,T+7,B737,124567,29/03/2026,24/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 736,AMD,CCU,2026-09-22,T+15,B737,124567,29/03/2026,24/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 736,AMD,CCU,2026-10-07,T+30,B737,124567,29/03/2026,24/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 736,AMD,CCU,2026-10-22,T+45,B737,124567,29/03/2026,24/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 458,MAA,AMD,2026-09-08,T+1,B737,1234567,29/03/2026,23/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 458,MAA,AMD,2026-09-14,T+7,B737,1234567,29/03/2026,23/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 458,MAA,AMD,2026-09-22,T+15,B737,1234567,29/03/2026,23/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 458,MAA,AMD,2026-10-07,T+30,B737,1234567,29/03/2026,23/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 458,MAA,AMD,2026-10-22,T+45,B737,1234567,29/03/2026,23/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 466,BLR,AMD,2026-09-08,T+1,B737,1234567,29/03/2026,15/04/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 466,BLR,AMD,2026-09-14,T+7,B737,1234567,29/03/2026,15/04/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 466,BLR,AMD,2026-09-22,T+15,B737,1234567,29/03/2026,15/04/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 466,BLR,AMD,2026-10-07,T+30,B737,1234567,29/03/2026,15/04/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 466,BLR,AMD,2026-10-22,T+45,B737,1234567,29/03/2026,15/04/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 193,DEL,AMD,2026-09-08,T+1,B737,1234567,29/03/2026,23/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 193,DEL,AMD,2026-09-14,T+7,B737,1234567,29/03/2026,23/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 193,DEL,AMD,2026-09-22,T+15,B737,1234567,29/03/2026,23/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 193,DEL,AMD,2026-10-07,T+30,B737,1234567,29/03/2026,23/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 193,DEL,AMD,2026-10-22,T+45,B737,1234567,29/03/2026,23/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 461,AMD,BLR,2026-09-08,T+1,B737,1234567,29/03/2026,15/04/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 461,AMD,BLR,2026-09-14,T+7,B737,1234567,29/03/2026,15/04/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 461,AMD,BLR,2026-09-22,T+15,B737,1234567,29/03/2026,15/04/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 461,AMD,BLR,2026-10-07,T+30,B737,1234567,29/03/2026,15/04/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 461,AMD,BLR,2026-10-22,T+45,B737,1234567,29/03/2026,15/04/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 555,BOM,BLR,2026-09-08,T+1,B737,1234567,29/03/2026,24/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 555,BOM,BLR,2026-09-14,T+7,B737,1234567,29/03/2026,24/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 555,BOM,BLR,2026-09-22,T+15,B737,1234567,29/03/2026,24/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 555,BOM,BLR,2026-10-07,T+30,B737,1234567,29/03/2026,24/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 555,BOM,BLR,2026-10-22,T+45,B737,1234567,29/03/2026,24/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 529,BLR,DEL,2026-09-08,T+1,B737,1234567,29/03/2026,23/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 529,BLR,DEL,2026-09-14,T+7,B737,1234567,29/03/2026,23/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 529,BLR,DEL,2026-09-22,T+15,B737,1234567,29/03/2026,23/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 529,BLR,DEL,2026-10-07,T+30,B737,1234567,29/03/2026,23/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 529,BLR,DEL,2026-10-22,T+45,B737,1234567,29/03/2026,23/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 115,BLR,BOM,2026-09-08,T+1,B737,1234567,29/03/2026,24/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 115,BLR,BOM,2026-09-14,T+7,B737,1234567,29/03/2026,24/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 115,BLR,BOM,2026-09-22,T+15,B737,1234567,29/03/2026,24/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 115,BLR,BOM,2026-10-07,T+30,B737,1234567,29/03/2026,24/10/2026,SpiceJet_SS_2026.pdf,queued
SpiceJet,SG 115,BLR,BOM,2026-10-22,T+45,B737,1234567,29/03/2026,24/10/2026,SpiceJet_SS_2026.pdf,queued
